Date,Close,High,Low,Open,Volume
2010-06-14,7.642179012298584,7.788542648843472,7.634064596944096,7.6926704020748256,602960400
2010-06-15,7.804769039154053,7.809577817375942,7.678841968334121,7.683049649278273,585074000
2010-06-16,8.031982421875,8.047009057696604,7.8330231507215515,7.847148541508566,783678000
2010-06-17,8.1708345413208,8.201790669881838,8.099605671633846,8.132665240761042,872855200
2010-06-18,8.236950874328613,8.264902310294405,8.157307459207733,8.182252605038066,784621600
2010-06-21,8.119739532470703,8.385418198702922,8.076461316388826,8.34574656750565,776490400
2010-06-22,8.230340003967285,8.29405473915925,8.159713048221507,8.179548464825253,717262000
2010-06-23,8.143778800964355,8.254679227700748,8.051512387372318,8.252274838907928,768457200
2010-06-24,8.084576606750488,8.21080386871957,8.057527219871378,8.144683947770657,714277200
2010-06-25,8.01545238494873,8.12274629578587,7.98870394411966,8.116435172513148,549942400
2010-06-28,8.063538551330566,8.107117719740785,7.949933529014378,8.022363772971488,584948000
2010-06-29,7.698980808258057,7.946026251331022,7.642779398468302,7.937911034198449,1133344800
2010-06-30,7.559528827667236,7.753077383524344,7.513847028384988,7.715209048242166,739452000
2010-07-01,7.4678635597229,7.657806335673893,7.30977894768559,7.642778899865552,1022896000
2010-07-02,7.421579360961914,7.54149546881603,7.309175765894551,7.528270525090688,693842800
2010-07-06,7.472372055053711,7.597697256003138,7.398137727318269,7.543600093149185,615235600
2010-07-07,7.774117469787598,7.77712376040769,7.506035155268454,7.528274162041912,654556000
2010-07-08,7.756690502166748,7.901251745942857,7.66051724064931,7.888628689370949,738144400
2010-07-09,7.802669525146484,7.8110840887347255,7.668627172379451,7.720620909259886,433322400
2010-07-12,7.732641696929932,7.869688714435511,7.659610358271487,7.769908938754551,562878400
2010-07-13,7.567644119262695,7.705893333059973,7.406253053161084,7.70348974561194,1190924000
2010-07-14,7.5955939292907715,7.6878603882543715,7.483492055565415,7.494913710480827,812047600
